PO_NO,PL_NO,DLVRY_START_DT,DLVRY_END_DT,DLVRY_QTY,DROP_FLAG,EXTND_DP,RNOTE_QTY,IMMS_PO_SR
H2051408,N7947007,17-09-20,20-09-20,39,N,20-09-20,0,1
H2051409,N8314315,17-09-20,25-09-20,21,N,25-09-20,0,1
H2051413,N7879008,17-09-20,26-09-20,70,N,10-10-20,0,1
H2051414,N7831016,17-09-20,26-09-20,157,N,10-10-20,0,1
H2051428,N4219109,30-09-20,05-12-20,347,N,05-12-20,0,1
H2051429,N7831089,20-09-20,01-11-20,1,N,01-11-20,0,1
H2051430,N9179007,30-09-20,05-12-20,61,N,05-12-20,0,1
H2051431,N4210032,29-09-20,05-12-20,25,N,05-12-20,0,1
H2051432,N7831010,17-09-20,26-09-20,26,N,10-10-20,0,1
H2051448,N7205309,05-10-20,09-02-21,75,N,09-02-21,0,1
H2051448,N7224497,05-10-20,09-02-21,15,N,09-02-21,0,2
H2051448,N7305169,05-10-20,09-02-21,20,N,09-02-21,0,3
H2051449,N7831091,23-09-20,03-11-20,2,N,03-11-20,0,1
H2051450,N4305160,05-10-20,05-12-20,15,N,05-12-20,0,1
H2051451,N7831087,23-09-20,01-11-20,24,N,01-11-20,0,1
H2051452,N6221014,30-09-20,07-12-20,10,N,07-12-20,0,1
H2051454,N6221013,30-09-20,07-12-20,10,N,07-12-20,0,1
H2051455,N6221015,30-09-20,07-12-20,10,N,07-12-20,0,1
H2051489,N8120013,26-09-20,29-09-20,1000,N,29-09-20,0,1
H2051491,N8120007,26-09-20,12-10-20,800,N,12-10-20,0,1
H2051493,N4325031,26-09-20,12-10-20,50,N,12-10-20,0,1
H2051494,N7831090,26-09-20,03-11-20,12,N,03-11-20,0,1
H2051501,N7831088,26-09-20,02-11-20,3,N,02-11-20,0,1
H2051514,N7227004,08-10-20,12-12-20,15,N,12-12-20,0,1
H2051515,N7947008,29-09-20,17-10-20,66,N,17-10-20,0,1
H2051532,N7224550,12-10-20,12-12-20,250,N,12-12-20,0,1
H2051533,N8120005,30-09-20,04-10-20,650,N,04-10-20,0,1
H2051534,N8114006,30-09-20,06-10-20,600,N,15-10-20,0,1
H2051543,N4735018,05-10-20,05-12-20,3,N,31-12-20,0,1
H2051549,N7224549,05-10-20,05-12-20,500,N,31-01-21,0,1
H2051550,N4735017,05-10-20,05-12-20,3,N,05-12-20,0,1
H2051562,N4219111,02-10-20,15-10-20,30,N,15-10-20,0,1
H2051563,N7947005,01-10-20,15-10-20,111,N,20-02-21,0,1
H2051601,N8314375,07-10-20,15-10-20,5,N,15-12-20,0,1
H2051602,N7909019,07-10-20,14-10-20,210,N,14-10-20,0,1
H2051610,N4210017,19-10-20,19-12-20,160,N,19-12-20,0,1
H2051612,N4315154,19-10-20,19-12-20,44,N,19-12-20,0,1
H2051618,N8120008,13-10-20,20-10-20,200,N,20-10-20,0,1
H2051679,N7831054,15-10-20,26-11-20,16,N,26-11-20,0,1
H2051680,N7305055,23-10-20,23-12-20,60,N,23-12-20,0,2
H2051680,N7305122,23-10-20,23-12-20,300,N,23-12-20,0,1
H2051680,N7305186,23-10-20,23-12-20,60,N,23-12-20,0,3
H2051680,N7305187,23-10-20,23-12-20,60,N,23-12-20,0,4
H2051690,N4615039,29-10-20,31-12-20,2,N,31-12-20,0,1
H2051696,N4320047,21-10-20,27-10-20,30,N,27-10-20,0,1
H2051697,N4216089,30-10-20,31-12-20,250,N,31-12-20,0,1
H2051701,N6415372,22-10-20,14-11-20,1,N,31-12-20,0,1
H2051712,N4325033,26-10-20,26-12-20,120,N,26-12-20,0,1
H2051716,N6012014,24-10-20,13-11-20,4,N,13-11-20,0,1
H2051724,N9325032,29-10-20,31-12-20,500,N,31-12-20,0,1
H2051726,N8347288,29-10-20,31-12-20,1,N,31-12-20,0,1
H2051726,N8347289,29-10-20,31-12-20,1,N,31-12-20,0,2
H2051728,N6623013,31-12-20,31-12-20,150,N,31-12-20,0,1
H2051729,N5006075,24-10-20,16-11-20,10,N,16-11-20,0,1
H2051760,N7205400,05-11-20,05-01-21,2,N,05-01-21,0,1
H2051762,N6748003,06-11-20,06-01-21,180,N,06-01-21,0,1
H2051779,N7510003,03-11-20,10-11-20,8,N,10-11-20,0,1
H2051784,N7831066,04-11-20,11-12-20,10,N,16-12-20,0,1
H2051787,N4005043,04-11-20,21-11-20,1500,N,15-02-21,0,1
H2051788,N4005043,04-11-20,21-11-20,1400,N,15-02-21,0,1
H2051789,N5005039,04-11-20,21-11-20,48,N,12-12-20,0,1
H2051795,N4010024,05-11-20,03-12-20,1100,N,15-02-21,0,1
H2051800,N8120039,06-11-20,18-11-20,8000,N,18-11-20,0,1
H2051801,N8343110,06-11-20,14-11-20,2,N,14-11-20,0,1
H2051802,N7258221,13-11-20,14-01-21,1,N,14-01-21,0,1
H2051803,N7258223,13-11-20,14-01-21,1,N,14-01-21,0,1
H2051809,N7205397,13-11-20,14-01-21,2,N,14-01-21,0,1
H2051814,N4010024,07-11-20,03-12-20,1000,N,15-02-21,0,1
H2051815,N4010025,07-11-20,04-12-20,3000,N,15-02-21,0,1
H2051816,N4010029,07-11-20,05-12-20,2000,N,15-02-21,0,1
H2051817,N5006004,07-11-20,02-12-20,350,N,02-12-20,0,1
H2051818,N6415374,07-11-20,02-12-20,9,N,01-01-21,0,1
H2051819,N6415376,06-11-20,02-12-20,21,N,02-12-20,0,1
H2051826,N8235032,13-11-20,14-01-21,2,N,14-01-21,0,1
H2051847,N7258224,26-11-20,27-01-21,1,N,27-01-21,0,1
H2051848,N8205007,13-11-20,16-05-21,1800,N,16-05-21,0,1
H2051850,N4315116,12-11-20,04-12-20,10,N,04-12-20,0,1
H2051851,N4010027,12-11-20,19-11-20,1500,N,19-11-20,0,1
H2051873,N6526026,27-11-20,30-01-21,20,N,30-01-21,0,1
H2051875,NH200072,27-11-20,30-01-21,50,N,30-01-21,0,1
H2051886,N6205042,27-11-20,30-01-21,30,N,30-01-21,0,1
H2051892,N7879044,25-11-20,04-12-20,1,N,04-12-20,0,1
H2051893,N4320008,25-11-20,10-12-20,1,N,10-12-20,0,1
H2051894,N7830133,24-11-20,01-12-20,13,N,01-12-20,0,1
H2051894,N7830133,24-11-20,01-12-20,1,N,01-12-20,0,2
H2051925,N7630079,01-12-20,10-02-21,900,N,10-02-21,0,1
H2051925,N7630085,01-12-20,10-02-21,900,N,10-02-21,0,2
H2051926,N7630076,01-12-20,10-02-21,300,N,10-02-21,0,1
H2051926,N7630078,01-12-20,10-02-21,600,N,10-02-21,0,2
H2051926,N7630080,01-12-20,10-02-21,350,N,10-02-21,0,3
H2051957,N7224582,07-12-20,31-01-21,2,N,31-01-21,0,1
H2051994,N4020002,04-12-20,31-12-20,1000,N,31-12-20,0,1
H2051995,N4020003,04-12-20,31-12-20,1000,N,31-12-20,0,1
H2051996,N4010018,01-01-21,01-01-21,500,N,01-01-21,0,1
H2052020,N5005038,10-12-20,26-12-20,1,N,26-12-20,0,1
H2052021,N4206054,14-12-20,15-02-21,100,N,15-02-21,0,1
H2052022,N4735026,14-12-20,16-02-21,2,Y,16-02-21,0,1
H2052023,N4005016,08-12-20,31-12-20,1000,N,31-12-20,0,1
H2052024,N4005022,08-12-20,04-01-21,500,N,04-01-21,0,1
H2052051,N8108121,14-12-20,15-02-21,36,N,15-02-21,0,1
H2052057,N8230108,10-12-20,19-12-20,12,N,19-12-20,0,1
H2052064,N4010012,09-12-20,04-01-21,500,N,04-01-21,0,1
H2052089,N7279563,19-12-20,20-02-21,20,N,20-02-21,0,1
H2052117,N8120039,11-05-21,09-06-21,7500,N,09-06-21,0,6
H2052117,N8120039,16-12-20,10-01-21,7500,N,10-01-21,0,1
H2052117,N8120039,11-01-21,09-02-21,7500,N,09-02-21,0,2
H2052117,N8120039,10-02-21,11-03-21,7500,N,11-03-21,0,3
H2052117,N8120039,10-06-21,09-07-21,7500,N,09-07-21,0,7
H2052117,N8120039,12-03-21,10-04-21,7500,N,10-04-21,0,4
H2052117,N8120039,11-04-21,10-05-21,7500,N,10-05-21,0,5
H2052152,N8314221,20-12-20,31-12-20,7,N,31-12-20,0,1
H2052153,N7205404,28-12-20,28-02-21,5,N,28-02-21,0,2
H2052153,N7205405,28-12-20,28-02-21,15,N,28-02-21,0,1
H2052153,N7205407,28-12-20,28-02-21,10,N,28-02-21,0,3
H2052153,N7205408,28-12-20,28-01-21,10,N,28-01-21,0,4
H2052183,N7205081,01-01-21,03-03-21,27,N,03-03-21,0,2
H2052183,N7205207,01-01-21,03-03-21,32,N,03-03-21,0,3
H2052183,N7205208,01-01-21,03-03-21,32,N,03-03-21,0,4
H2052183,N7205370,01-01-21,03-03-21,90,N,03-03-21,0,1
H2052186,N7640027,25-12-20,07-01-21,15,N,07-01-21,0,1
H2052192,N8314249,25-12-20,22-01-21,4,N,22-01-21,0,1
H2052205,N4010014,29-12-20,20-01-21,3000,N,20-01-21,0,1
H2052210,N4216095,04-01-21,04-03-21,150,N,04-03-21,0,1
H2060021,72020011,01-02-20,30-04-20,83851,N,15-01-21,0,1
H2060021,72020011,01-05-20,30-06-20,83850,N,15-01-21,0,2
H2060021,72080024,23-12-19,05-03-20,6953,N,30-06-20,0,3
H2060021,72080036,01-02-20,30-04-20,578,N,10-12-20,0,4
H2060021,72080036,01-05-20,30-06-20,577,N,10-12-20,0,5
H2060021,72080073,01-02-20,30-04-20,26831,N,15-01-21,0,6
H2060021,72080073,01-05-20,30-06-20,26831,N,15-01-21,0,7
H2060021,72080097,23-12-19,05-03-20,752,N,30-06-20,0,8
H2060021,72202920,23-12-19,05-03-20,3478,N,30-06-20,0,9
H2060021,72207978,23-12-19,05-03-20,20,N,30-06-20,0,10
H2060023,72020011,01-02-20,30-04-20,55900,N,31-03-21,0,1
H2060023,72020011,01-05-20,30-06-20,55900,N,31-03-21,0,2
H2060023,72080024,23-12-19,29-02-20,4635,N,15-09-20,0,3
H2060023,72080036,01-02-20,30-04-20,866,N,30-04-20,0,4
H2060023,72080036,01-05-20,30-06-20,866,N,30-06-20,0,5
H2060023,72080073,01-02-20,30-04-20,40247,N,30-04-20,0,6
H2060023,72080073,01-05-20,30-06-20,40246,N,30-06-20,0,7
H2060023,72080085,01-02-20,30-04-20,8902,N,31-03-21,0,8
H2060023,72080085,01-05-20,30-06-20,8902,N,31-03-21,0,9
H2060023,72080097,23-12-19,29-02-20,502,N,30-06-20,0,10
H2060023,72202920,23-12-19,29-02-20,1872,N,15-09-20,0,11
H2060046,80010180,02-03-20,30-06-20,1890,N,30-06-20,0,1
H2060052,67985075,10-01-20,15-03-20,3,N,15-03-20,0,1
H2060053,79024075,16-01-20,20-05-20,28600,N,30-12-20,0,1
H2060066,67988052,20-01-20,25-04-20,33,N,25-04-20,0,1
H2060067,85130242,11-01-20,15-04-20,19,N,15-04-20,0,1
H2060068,85130000,11-01-20,31-07-20,40,N,31-07-20,0,1
H2060068,85130199,11-01-20,31-07-20,29,N,31-07-20,0,2
H2060068,85130229,11-01-20,31-07-20,10,N,31-07-20,0,3
H2060068,85130412,11-01-20,31-07-20,23,N,31-07-20,0,4
H2060098,90987044,21-01-20,25-05-20,113,N,20-11-20,0,1
H2060098,90987056,21-01-20,25-05-20,40,N,20-11-20,0,2
H2060099,76213882,02-03-20,30-06-20,625,Y,30-06-20,0,1
H2060100,80980065,21-01-20,25-04-20,500,N,25-04-20,0,1
H2060106,83909035,01-03-20,31-08-20,23090,N,31-08-20,0,1
H2060118,73981047,27-01-20,31-03-20,16890,N,25-08-20,0,1
H2060133,80015487,20-01-20,22-07-20,2940,N,22-07-20,0,1
H2060134,81985095,02-03-20,30-06-20,1470,N,30-06-20,0,1
H2060141,72202701,21-01-20,21-07-20,5000,N,21-07-20,0,1
H2060142,80014793,02-03-20,30-06-20,7140,N,30-06-20,0,1
H2060143,80015608,01-03-20,22-07-20,7140,N,22-07-20,0,1
H2060149,72020011,22-01-20,22-07-20,10000,N,22-07-20,0,1
H2060154,72902590,21-01-20,29-02-20,398,N,29-02-20,0,1
H2060156,72027060,20-01-20,25-03-20,34,N,25-03-20,0,1
H2060161,76904131,22-01-20,30-05-20,278,N,30-05-20,0,1
H2060162,76904131,22-01-20,27-08-20,516,N,27-08-20,0,1
H2060163,79318745,03-02-20,09-05-20,390,N,09-05-20,0,1
H2060164,67980636,23-01-20,31-03-20,12,N,31-03-20,0,1
H2060165,83985098,23-01-20,11-07-20,109,N,11-07-20,0,1
H2060166,83984045,23-01-20,31-03-20,264,N,31-08-20,0,1
H2060191,74980540,29-01-20,31-03-20,3600,N,31-03-20,0,2
H2060191,79318721,29-01-20,30-06-20,27000,N,30-06-20,0,1
H2060196,N8308038,30-01-20,30-07-20,1400,N,30-07-20,0,1
H2060196,N8308039,30-01-20,30-07-20,34,N,30-07-20,0,2
H2060196,N8308040,30-01-20,30-07-20,2200,N,30-07-20,0,3
H2060196,N8308041,30-01-20,30-07-20,10,N,30-07-20,0,4
H2060196,N8308042,30-01-20,30-07-20,5685,N,30-07-20,0,5
H2060196,N8308043,30-01-20,30-07-20,123,N,30-07-20,0,6
H2060196,N8308044,30-01-20,30-07-20,470,N,30-07-20,0,7
H2060196,N8308045,30-01-20,30-07-20,200,N,30-07-20,0,8
H2060196,N8308046,30-01-20,30-07-20,400,N,30-07-20,0,9
H2060196,N8308047,30-01-20,30-07-20,300,N,30-07-20,0,10
H2060196,N8308048,30-01-20,30-07-20,292,N,30-07-20,0,11
H2060196,N8308049,30-01-20,30-07-20,183,N,30-07-20,0,12
H2060196,N8308050,30-01-20,30-07-20,293,N,30-07-20,0,13
H2060196,N8308051,30-01-20,30-07-20,71,N,30-07-20,0,14
H2060198,72987613,01-02-20,08-04-20,69,N,15-10-20,0,1
H2060200,67590050,01-02-20,09-05-20,25,N,09-05-20,0,1
H2060201,83901073,30-01-20,04-04-20,292,N,04-04-20,0,1
H2060202,83059891,30-01-20,04-04-20,545,N,29-06-20,0,1
H2060202,83980180,30-01-20,04-04-20,591,N,31-12-20,0,2
H2060203,83055563,30-01-20,10-07-20,796,N,10-07-20,0,2
H2060203,83055575,30-01-20,10-07-20,3141,N,10-07-20,0,1
H2060230,72980576,10-02-20,21-11-20,80,N,21-11-20,0,1
H2060230,72980588,10-02-20,21-11-20,200,N,21-11-20,0,2
H2060230,72980590,10-02-20,21-11-20,100,N,21-11-20,0,3
H2060235,79314703,04-02-20,09-04-20,6500,N,09-04-20,0,1
H2060252,79338380,08-02-20,02-03-20,7040,Y,02-03-20,0,1
H2060280,N8308052,14-02-20,22-08-20,300,N,22-08-20,0,1
H2060291,67986857,19-02-20,05-06-20,32,N,05-06-20,0,1
H2060294,79220162,20-02-20,30-07-20,275,N,30-07-20,0,1
H2060324,67985488,25-02-20,10-04-20,26,N,10-04-20,0,1
H2060325,65988192,25-02-20,10-04-20,50,N,10-04-20,0,1
H2060345,67010106,01-03-20,30-06-20,12,N,30-06-20,0,1
H2060346,67010118,01-03-20,30-06-20,8,N,30-06-20,0,1
H2060346,67010120,01-03-20,30-06-20,4,N,30-06-20,0,2
H2060346,67010131,01-03-20,30-06-20,2,N,30-06-20,0,3
H2060347,76904490,01-03-20,05-05-20,70,N,01-01-21,0,1
H2060371,72010356,04-03-20,09-04-20,181,N,09-04-20,0,1
H2060372,76904465,09-03-20,25-05-20,500,N,25-05-20,0,1
H2060382,79315781,06-03-20,11-04-20,15,N,07-08-20,0,1
H2060419,79333448,13-03-20,15-04-20,7040,Y,15-04-20,0,1
H2060427,67010490,13-03-20,15-04-20,2,N,15-04-20,0,1
H2060442,65985394,15-03-20,30-08-20,182,N,30-08-20,0,1
H2060442,65985400,15-03-20,30-08-20,156,N,30-08-20,0,2
H2060478,75900026,18-03-20,31-08-20,9500,N,31-08-20,0,1
H2060508,79980004,23-03-20,05-05-20,304,Y,05-05-20,0,1
H2060509,72020011,23-03-20,30-06-20,25401,N,30-06-20,0,1
H2060510,72020011,23-03-20,30-06-20,25401,N,30-06-20,0,1
H2060513,81050914,23-03-20,25-05-20,22820,N,25-05-20,0,1
H2060520,N7903004,08-04-20,07-06-20,880,N,07-06-20,0,1
H2060520,N7909051,08-04-20,07-06-20,1467,N,07-06-20,0,2
H2060524,N7903004,18-04-20,17-06-20,2200,N,17-06-20,0,1
H2060524,N7909051,18-04-20,17-06-20,3667,N,17-06-20,0,2
H2060525,74980540,01-04-20,15-07-20,1462,N,22-09-20,0,1
H2060537,74980540,01-04-20,15-07-20,13157,N,15-08-20,0,1
H2060537,79314703,01-04-20,15-07-20,13274,N,15-08-20,0,2
H2060537,79318721,01-04-20,15-07-20,39835,N,15-08-20,0,3
H2060538,79314703,01-04-20,31-08-20,8850,N,31-08-20,0,1
H2060538,79318721,01-04-20,31-08-20,73980,N,31-08-20,0,2
H2060557,79314703,01-04-20,15-07-20,2458,N,23-09-20,0,1
H2060565,76110345,01-04-20,30-06-20,230,N,30-10-20,0,1
H2060631,79314806,23-05-20,31-08-20,38,N,11-11-20,0,1
H2060635,67900011,19-05-20,30-06-20,500,N,30-06-20,0,2
H2060635,67900022,19-05-20,31-01-21,10310,N,31-01-21,0,1
H2060644,71010336,22-05-20,30-10-21,375,N,30-10-21,0,1
H2060644,71985049,22-05-20,30-10-21,957,N,30-10-21,0,2
H2060645,71010350,22-05-20,30-10-21,1179,N,30-10-21,0,1
H2060645,71010378,22-05-20,30-10-21,764,N,30-10-21,0,2
H2060651,72987625,01-06-20,08-08-20,20,N,08-08-20,0,1
H2060679,76904581,06-06-20,12-09-20,200,N,12-09-20,0,1
H2060680,76904489,06-06-20,12-09-20,830,N,12-09-20,0,1
H2060707,72140136,11-06-20,15-09-20,18,Y,17-10-20,0,2
H2060707,72980394,11-06-20,15-09-20,10,Y,17-10-20,0,1
H2060736,80031250,13-06-20,31-12-20,8402,N,31-12-20,0,1
H2060891,80010647,08-07-20,12-09-20,210,N,12-09-20,0,1
H2060933,83987174,10-07-20,27-07-20,500,N,27-07-20,0,1
H2060963,79010271,25-07-20,30-09-20,3484,N,30-01-21,0,1
H2060963,79190005,25-07-20,30-09-20,8057,N,30-01-21,0,2
H2060989,80031250,10-07-20,31-12-20,12604,N,31-12-20,0,1
H2061019,80090400,23-07-20,25-09-20,5000,N,31-05-21,0,1
H2061040,76211666,05-08-20,10-12-20,7464,N,10-12-20,0,1
H2061089,79314727,05-08-20,10-11-20,3,N,30-12-20,0,1
H2061089,79314740,05-08-20,10-11-20,249,N,30-12-20,0,2
H2061089,79314752,05-08-20,10-11-20,5,N,30-12-20,0,3
H2061089,79314764,05-08-20,10-11-20,5,N,30-12-20,0,4
H2061089,79314776,05-08-20,10-11-20,116,N,30-12-20,0,5
H2061089,79314788,05-08-20,10-11-20,87,N,30-12-20,0,6
H2061089,79314831,05-08-20,10-11-20,104,N,30-12-20,0,7
H2061089,79315616,05-08-20,10-11-20,1281,N,30-12-20,0,8
H2061089,79315628,05-08-20,10-11-20,2410,N,30-12-20,0,9
H2061089,79315630,05-08-20,10-11-20,2201,N,30-12-20,0,10
H2061089,79315641,05-08-20,10-11-20,921,N,30-12-20,0,11
H2061089,79315653,05-08-20,10-11-20,249,N,30-12-20,0,12
H2061203,67985040,20-08-20,28-08-20,65,N,30-09-20,0,1
H2061230,72137010,27-08-20,30-10-20,30,N,30-10-20,0,1
H2061288,72140070,03-09-20,05-11-20,2,N,05-11-20,0,1
H2061288,72140112,03-09-20,05-11-20,14,N,05-11-20,0,2
H2061298,75900026,07-09-20,12-11-20,132665,N,12-11-20,0,1
H2061332,76904210,12-09-20,13-11-20,400,N,13-11-20,0,1
H2061357,72080036,14-09-20,18-11-20,3205,N,18-11-20,0,1
H2061365,79010094,15-09-20,08-11-20,467,N,08-11-20,0,1
H2061412,43070498,18-09-20,21-11-20,156,N,21-11-20,0,1
H2061460,72080036,24-09-20,31-03-21,1000,N,31-03-21,0,1
H2061461,75906247,23-09-20,28-11-20,2750,N,28-11-20,0,1
H2061545,79980028,03-10-20,08-12-20,1325,Y,08-12-20,0,1
H2061667,83900275,15-10-20,19-12-20,50400,N,19-12-20,0,1
H2061670,72208077,16-10-20,19-12-20,52,N,19-12-20,0,1
H2061671,77900017,01-02-21,30-04-21,2653,N,30-04-21,0,1
H2061672,83059532,17-10-20,19-12-20,455,N,19-12-20,0,1
H2061673,79518254,26-10-20,30-01-21,430,N,30-01-21,0,1
H2061675,72140094,13-10-20,20-11-20,21,N,20-11-20,0,1
H2061675,72140100,13-10-20,20-11-20,26,N,20-11-20,0,2
H2061687,83987216,28-10-20,31-12-20,500,N,31-12-20,0,1
H2061687,83987216,01-04-21,30-05-21,320,N,30-05-21,0,2
H2061688,83909035,01-03-21,30-06-21,18608,N,30-06-21,0,1
H2061689,80010507,28-10-20,30-01-21,459,N,30-01-21,0,1
H2061705,75906247,23-10-20,25-02-21,500,N,25-02-21,0,1
H2061723,79900010,22-10-20,10-02-21,2062,N,10-02-21,0,1
H2061740,83049400,28-10-20,30-11-20,1800,N,30-11-20,0,1
H2061741,79318733,06-11-20,10-02-21,6543,N,10-02-21,0,1
H2061761,67980909,27-10-20,06-02-21,9650,N,06-02-21,0,1
H2061821,79315700,01-02-21,31-05-21,2312,N,31-05-21,0,1
H2061822,72980254,06-11-20,05-12-20,6,N,05-12-20,0,1
H2061823,83984045,13-11-20,15-02-21,205,N,15-02-21,0,1
H2061840,72980230,13-11-20,16-02-21,11,N,16-02-21,0,1
H2061841,47981015,01-03-21,30-06-21,6800,N,30-06-21,0,1
H2061870,76217851,20-11-20,25-01-21,100,N,25-01-21,0,1
H2061935,83987174,28-11-20,17-01-21,390,N,17-01-21,0,1
H2061936,83985098,28-11-20,17-01-21,78,N,17-01-21,0,1
H2061938,72208351,28-11-20,05-03-21,220,N,05-03-21,0,1
H2061939,45980172,28-11-20,31-01-21,300,N,31-01-21,0,1
H2061940,76904581,28-11-20,05-03-21,1250,N,05-03-21,0,1
H2061941,72981076,28-11-20,05-03-21,335,N,05-03-21,0,1
H2061942,72140136,13-11-20,16-01-21,18,N,16-01-21,0,1
H2061942,72980394,13-11-20,16-01-21,10,N,16-01-21,0,2
H2061946,76213882,01-12-20,05-02-21,570,N,05-02-21,0,1
H2061997,76904489,04-12-20,07-02-21,785,N,07-02-21,0,1
H2062005,72985306,15-12-20,18-04-21,4286,N,18-04-21,0,1
H2062053,83980220,09-12-20,14-02-21,14000,N,14-02-21,0,1
H2062054,72505138,10-12-20,16-02-21,135,N,16-02-21,0,1
H2062071,79011639,11-12-20,03-02-21,13754,N,03-02-21,0,1
H2062098,71010336,15-12-20,20-04-21,460,N,20-04-21,0,1
H2062098,71010350,15-12-20,20-04-21,429,N,20-04-21,0,2
H2062099,71985049,14-12-20,20-04-21,827,N,20-04-21,0,1
H2062209,79318745,28-12-20,31-03-21,770,N,31-03-21,0,1
H2062219,79339220,21-12-20,25-03-21,6500,N,25-03-21,0,1
H2070007,33590084,15-02-20,30-05-21,1,N,30-05-21,0,1
H2070007,33590084,01-06-20,30-05-21,3,N,30-05-21,0,2
H2070007,33596955,11-01-20,11-04-20,5,N,11-04-20,0,3
H2070008,33596955,11-01-20,28-02-20,3,N,28-02-20,0,1
H2070009,33590084,15-02-20,30-05-21,2,N,30-05-21,0,1
H2070009,33590084,01-06-20,30-05-21,5,N,30-05-21,0,2
H2070009,33596955,11-01-20,30-06-20,6,N,30-06-20,0,3
H2070010,33615482,01-01-20,31-01-20,36,N,30-09-20,0,1
H2070010,33615482,01-01-20,30-04-20,15,N,20-10-20,0,2
H2070010,33615482,01-01-20,31-08-20,25,N,31-12-20,0,4
H2070013,33592743,18-01-20,30-06-20,48,N,30-06-20,0,1
H2070034,33595653,09-01-20,15-02-20,10,N,15-02-20,0,1
H2070035,33610174,06-01-20,30-06-20,509,N,31-05-21,0,2
H2070035,33692129,21-01-20,30-06-20,55,N,31-08-20,0,1
H2070035,33692129,01-03-21,31-05-21,100,N,31-05-21,0,3
H2070056,33594302,02-03-20,30-05-20,787,N,30-09-20,0,1
H2070059,33681922,24-01-20,24-03-20,10,Y,31-08-20,0,1
H2070060,33598988,09-01-20,31-05-20,180,Y,31-05-21,0,1
H2070061,33598988,19-01-20,31-05-20,269,N,31-05-20,0,1
H2070070,33554640,01-02-20,31-05-20,1634,N,31-05-20,0,1
H2070073,33600193,12-01-20,12-03-20,10,N,12-03-20,0,1
H2070086,33601252,16-01-20,05-06-20,30,N,05-06-20,0,1
H2070088,35982548,14-01-20,10-02-20,29,N,10-02-20,0,1
H2070088,35982548,11-02-20,15-03-20,28,N,15-03-20,0,2
H2070095,33594028,17-01-20,16-02-20,39,Y,15-09-20,0,1
H2070103,33567359,18-01-20,17-02-20,30,N,17-02-20,0,1
H2070115,33612444,17-01-20,16-02-20,180,N,16-02-20,0,1
H2070116,33599300,19-01-20,18-02-20,30,N,18-02-20,0,1
H2070117,33615652,17-01-20,28-02-20,30,N,28-02-20,0,1
H2070120,33600491,20-01-20,19-02-20,30,N,19-02-20,0,1
H2070135,33555382,23-01-20,30-05-20,636,Y,30-05-20,0,1
H2070136,33581617,21-01-20,21-03-20,260,N,21-03-20,0,1
H2070136,33598083,21-01-20,21-03-20,25,N,21-03-20,0,2
H2070137,33593036,19-01-20,03-02-20,2,N,03-02-20,0,1
H2070144,N3057326,21-01-20,21-03-20,1,N,21-03-20,0,1
H2070155,33595653,30-06-20,30-06-20,29,N,30-06-20,0,1
H2070159,33595653,23-01-20,22-05-20,4,N,22-05-20,0,1
H2070167,33615615,27-01-20,26-02-20,30,N,02-03-20,0,1
H2070173,N3057309,08-02-20,08-04-20,40,N,08-04-20,0,1
H2070174,33598782,27-01-20,26-02-20,160,N,26-02-20,0,1
H2070180,33599348,26-02-20,26-02-20,1,N,26-02-20,0,1
H2070181,33599348,28-01-20,31-01-20,10,N,07-03-20,0,1
H2070181,33599348,01-02-20,30-06-20,80,N,30-06-20,0,2
H2070185,33565090,15-02-20,30-06-20,5,N,30-06-20,0,1
H2070185,33565170,15-02-20,30-06-20,5,N,30-06-20,0,2
H2070199,33592573,01-02-20,02-03-20,25,N,02-03-20,0,1
H2070208,33592858,01-09-20,31-12-20,28,N,31-12-20,0,1
H2070208,33596712,09-02-20,28-02-20,2,N,15-04-20,0,2
H2070209,33592858,01-09-20,30-11-20,43,N,31-12-20,0,1
H2070209,33593036,09-02-20,30-11-20,14,N,30-11-20,0,2
H2070209,33593036,01-09-20,30-11-20,4,N,30-11-20,0,4
H2070209,33596712,09-02-20,28-02-20,3,N,31-08-20,0,3
H2070210,33593036,02-02-20,03-03-20,10,N,03-03-20,0,1
H2070211,33581150,09-02-20,31-07-20,5304,N,31-07-20,0,1
H2070211,33591350,09-02-20,31-07-20,437,N,31-07-20,0,2
H2070211,33620337,09-02-20,31-07-20,2248,N,31-07-20,0,3
H2070212,33680024,09-02-20,27-08-20,36,N,27-08-20,0,1
H2070213,33680024,09-02-20,30-06-20,68,N,30-06-20,0,1
H2070221,N3057325,01-02-20,17-03-20,2,N,17-03-20,0,1
H2070226,33590096,31-01-20,03-02-20,1,N,03-02-20,0,1
H2070231,33600478,15-02-20,20-03-20,535,N,15-09-20,0,1
H2070231,33600478,01-04-20,30-06-20,535,N,15-10-20,0,2
H2070231,33600478,01-07-20,31-08-20,535,N,15-10-20,0,3
H2070231,33600478,28-11-20,30-11-20,536,N,30-11-20,0,5
H2070232,33600478,15-02-20,20-03-20,288,N,30-06-20,0,1
H2070232,33600478,01-04-20,30-06-20,288,N,27-08-20,0,2
H2070232,33600478,01-07-20,31-08-20,288,N,15-10-20,0,3
H2070232,33600478,01-09-20,30-11-20,289,N,30-11-20,0,4
H2070239,33597637,05-02-20,17-07-20,31,N,17-07-20,0,1
H2070242,33581150,15-02-20,31-07-20,2856,N,15-10-20,0,1
